width,height,area,y_center,y_bottom,object_class,distance
91.8035888671875,51.14959716796875,4695.716589130461,230.48074340820312,256.0555419921875,tennis racket,0.84
73.09619140625,43.510009765625,3180.4160019159317,330.7747497558594,352.5297546386719,tennis racket,1.06
66.984130859375,36.76831817626953,2462.8938361983746,142.35867309570312,160.7428321838379,tennis racket,1.19
66.42041015625,36.727508544921875,2439.4561815708876,155.60250854492188,173.9662628173828,tennis racket,1.2
45.43043518066406,26.052490234375,1183.575968887657,328.39404296875,341.4202880859375,tennis racket,1.79
20.4620361328125,12.082275390625,247.22795560956,388.16217041015625,394.20330810546875,kite,3.8
21.48681640625,12.31817626953125,264.6783919632435,197.13235473632812,203.29144287109375,kite,4.07
21.5892333984375,15.3675537109375,331.773703828454,195.494873046875,203.17864990234375,kite,4.74
80.0269775390625,46.31317138671875,3706.3031263276935,223.1541748046875,246.31076049804688,tennis racket,0.97
65.960693359375,36.239990234375,2390.414883196354,177.01327514648438,195.13327026367188,tennis racket,1.18
64.43402099609375,36.5323486328125,2353.9261188432574,305.1710205078125,323.43719482421875,tennis racket,1.23
58.8114013671875,30.3870849609375,1787.1070500165224,158.06875610351562,173.26229858398438,tennis racket,1.34
55.37811279296875,30.3345947265625,1679.8726082965732,187.2340087890625,202.40130615234375,tennis racket,1.42
32.0692138671875,19.6817626953125,631.1786571592093,311.28839111328125,321.1292724609375,kite,2.51
22.5228271484375,14.7222900390625,331.58759377896786,376.2490234375,383.61016845703125,kite,4.07
32.096710205078125,20.94140625,672.1502476930618,416.55413818359375,427.02484130859375,traffic light,3.24
33.0899658203125,20.18377685546875,667.8804862722754,234.11151123046875,244.20339965820312,kite,4.14
32.5516357421875,20.85919189453125,679.0008164271712,220.15411376953125,230.58370971679688,kite,4.89
32.139312744140625,19.842041015625,637.7095616832376,381.528076171875,391.4490966796875,traffic light,5.18
32.0419921875,25.336517333984375,811.8324904739857,170.73204040527344,183.40029907226562,frisbee,1.41
15.086669921875,13.884033203125,209.46382611989975,413.69342041015625,420.63543701171875,kite,3.81
21.39520263671875,21.77899169921875,465.96594062820077,219.57192993164062,230.46142578125,sports ball,0.8
